major_code,major_name,major_group_name,admission_record_count,first_year,last_year
7210101,"Lý luận, lịch sử và phê bình mỹ thuật",Du lịch-Khách sạn,1,2024,2024
7210103,Hội hoạ,Mỹ thuật - Âm nhạc - Nghệ thuật,1,2024,2024
7210103,Hội hoạ,Nghệ thuật,25,2018,2023
7210103,Hội họa,Mỹ thuật - Âm nhạc - Nghệ thuật,2,2024,2024
7210104,Đồ hoạ,Thiết kế đồ họa - Game - Đa phương tiện,1,2024,2024
7210104,Đồ họa,Nghệ thuật,4,2019,2021
7210104,Đồ họa,Thiết kế đồ họa - Game - Đa phương tiện,1,2024,2024
7210105,Điêu khắc,Mỹ thuật - Âm nhạc - Nghệ thuật,4,2024,2024
7210105,Điêu khắc,Nghệ thuật,23,2018,2023
7210107,Gốm,Nghệ thuật,9,2018,2022
7210110,Mỹ thuật đô thị,Nghệ thuật,13,2018,2023
7210110,Mỹ thuật đô thị,Xây dựng - Kiến trúc - Giao thông,7,2024,2024
7210201,Âm nhạc học,Mỹ thuật - Âm nhạc - Nghệ thuật,3,2024,2024
7210201,Âm nhạc học,Nghệ thuật,3,2018,2021
7210203,Sáng tác âm nhạc,Mỹ thuật - Âm nhạc - Nghệ thuật,3,2024,2024
7210203,Sáng tác âm nhạc,Nghệ thuật,1,2018,2018
7210204,Chỉ huy âm nhạc,Mỹ thuật - Âm nhạc - Nghệ thuật,2,2024,2024
7210205,Piano,Nghệ thuật,2,2021,2021
7210205,Thanh Nhạc,Mỹ thuật - Âm nhạc - Nghệ thuật,1,2024,2024
7210205,Thanh nhạc,Mỹ thuật - Âm nhạc - Nghệ thuật,8,2024,2024
7210205,Thanh nhạc,Nghệ thuật,55,2018,2023
7210207,Biểu diễn nhạc cụ phương Tây,Nghệ thuật,1,2018,2018
7210207,Biểu diễn nhạc cụ phương tây,Mỹ thuật - Âm nhạc - Nghệ thuật,3,2024,2024
7210208,Piano,Mỹ thuật - Âm nhạc - Nghệ thuật,6,2024,2024
7210208,Piano,Nghệ thuật,36,2018,2023
7210208,ĐH Piano,Nghệ thuật,1,2018,2018
7210209,Nhạc Jazz,Mỹ thuật - Âm nhạc - Nghệ thuật,1,2024,2024
7210210,Biểu diễn nhạc cụ truyền thống,Mỹ thuật - Âm nhạc - Nghệ thuật,3,2024,2024
7210210,Biểu diễn nhạc cụ truyền thống,Nghệ thuật,3,2018,2021
7210213,Nghệ thuật học,Mỹ thuật - Âm nhạc - Nghệ thuật,3,2024,2024
7210226,Diễn viên sân khấu kịch hát,Mỹ thuật - Âm nhạc - Nghệ thuật,1,2024,2024
7210227,Đạo diễn sân khấu,Mỹ thuật - Âm nhạc - Nghệ thuật,1,2024,2024
7210227,Đạo diễn sân khấu,Nghệ thuật,2,2019,2020
7210231,"Lý luận, lịch sử và phê bình điện ảnh, truyền hình",Du lịch-Khách sạn,1,2024,2024
7210233,"Biên kịch điện ảnh, truyền hình",Báo chí - Marketing - Quảng cáo - PR,1,2024,2024
7210234,Diễn viên Kịch - Điện ảnh liên thông,Mỹ thuật - Âm nhạc - Nghệ thuật,1,2024,2024
7210234,Diễn viên kịch - điện ảnh,Nghệ thuật,1,2018,2018
7210234,"Diễn viên kịch, điện ảnh - truyền hình",Mỹ thuật - Âm nhạc - Nghệ thuật,2,2024,2024
7210234,"Diễn viên kịch, điện ảnh - truyền hình",Nghệ thuật,29,2019,2023
7210234,"Diễn viên kịch, điện ảnh-truyền hình",Mỹ thuật - Âm nhạc - Nghệ thuật,1,2024,2024
7210234,Giáo dục Mầm non,Khoa học giáo dục và đào tạo giáo viên,3,2023,2023
7210235,Đạo diễn điện ảnh,Mỹ thuật - Âm nhạc - Nghệ thuật,1,2024,2024
7210235,"Đạo diễn điện ảnh, truyền hình",Mỹ thuật - Âm nhạc - Nghệ thuật,5,2024,2024
7210235,"Đạo diễn điện ảnh, truyền hình",Nghệ thuật,26,2018,2023
7210236,Quay phim,Nghệ thuật,19,2019,2023
7210236,Quay phim điện ảnh,Báo chí - Marketing - Quảng cáo - PR,1,2024,2024
7210236,Quản trị bệnh viện,Sức khỏe,3,2023,2023
7210243,Biên đạo múa,Báo chí - Marketing - Quảng cáo - PR,2,2024,2024
7210243,Biên đạo múa,Nghệ thuật,1,2018,2018
7210244,Huấn luyện múa,Khác,1,2024,2024
7210301,Nhiếp ảnh,Khác,1,2024,2024
7210302,Công nghệ dựng phim,Công nghệ thông tin - Tin học,1,2024,2024
7210302,"Công nghệ điện ảnh, truyền hình",Công nghệ thông tin - Tin học,12,2024,2024
7210302,"Công nghệ điện ảnh, truyền hình",Nghệ thuật,41,2018,2023
7210304,Quay phim,Nghệ thuật,13,2021,2022
7210402,Thiết kế công nghiệp,Nghệ thuật,209,2018,2023
7210402,Thiết kế công nghiệp,Thiết kế đồ họa - Game - Đa phương tiện,30,2024,2024
7210403,Thiết kế Đồ họa,Thiết kế đồ họa - Game - Đa phương tiện,5,2024,2024
7210403,Thiết kế đồ hoạ,Thiết kế đồ họa - Game - Đa phương tiện,8,2024,2024
7210403,Thiết kế đồ họa,Nghệ thuật,484,2018,2023
7210403,Thiết kế đồ họa,Thiết kế đồ họa - Game - Đa phương tiện,92,2024,2024
7210403V,Thiết kế đồ họa (đào tạo bằng tiếng Việt),Thiết kế đồ họa - Game - Đa phương tiện,4,2024,2024
7210404,Thiết kế Thời trang,Thời trang - May mặc,5,2024,2024
7210404,Thiết kế thời trang,Nghệ thuật,332,2018,2023
7210404,Thiết kế thời trang,Thời trang - May mặc,49,2024,2024
7210404V,Thiết kế thời trang (đào tạo bằng tiếng Việt),Thời trang - May mặc,4,2024,2024
7210405,Thiết kế nội thất,Nghệ thuật,18,2018,2023
7210405,Âm nhạc,Mỹ thuật - Âm nhạc - Nghệ thuật,4,2024,2024
7210405,Âm nhạc học,Nghệ thuật,13,2020,2022
7210406,Mỹ thuật,Nghệ thuật,5,2022,2022
7210406,"Thiết kế mỹ thuật sân khấu, điện ảnh",Thiết kế đồ họa - Game - Đa phương tiện,1,2024,2024
7210407,Sư phạm Mỹ thuật,Khoa học giáo dục và đào tạo giáo viên,12,2020,2021
7210407,Thiết kế nội thất,Nghệ thuật,1,2023,2023
7210407,Thời trang và sáng tạo,Nghệ thuật,1,2023,2023
7210407,Đồ họa,Nghệ thuật,1,2023,2023
7210408,Nghệ thuật số,Mỹ thuật - Âm nhạc - Nghệ thuật,4,2024,2024
7210408,Nghệ thuật số,Nghệ thuật,34,2020,2023
7210408,Nghệ thuật số (Digital Art),Mỹ thuật - Âm nhạc - Nghệ thuật,4,2024,2024
7210409,Thiết kế mỹ thuật số,Nghệ thuật,16,2022,2023
7210409,Thiết kế mỹ thuật số,Thiết kế đồ họa - Game - Đa phương tiện,4,2024,2024
7220101,Tiếng Việt & Văn hóa Việt Nam,Văn hóa - Chính trị - Khoa học Xã hội,4,2024,2024
7220101,Tiếng Việt và văn hoá Việt Nam,Nhân văn,99,2018,2023
7220101,Tiếng Việt và văn hóa Việt Nam,Văn hóa - Chính trị - Khoa học Xã hội,4,2024,2024
7220101,Tiếng việt và văn hóa Việt Nam,Văn hóa - Chính trị - Khoa học Xã hội,4,2024,2024
7220104,Hán Nôm,Nhân văn,32,2018,2023
7220104,Hán Nôm,Văn hóa - Chính trị - Khoa học Xã hội,3,2024,2024
7220106,Ngôn ngữ Khmer,Ngoại giao - Ngoại ngữ,3,2024,2024
7220106,Ngôn ngữ Khmer,Nhân văn,8,2018,2021
7220110,Văn học,Nhân văn,1,2018,2018
7220112,Ngành Văn hóa các dân tộc thiểu số Việt Nam,Văn hóa - Chính trị - Khoa học Xã hội,4,2024,2024
7220112,Văn hoá các dân tộc thiểu số Việt Nam,Nhân văn,95,2018,2023
7220113,Ngôn ngữ và Văn hóa các dân tộc thiếu số Việt Nam,Ngoại giao - Ngoại ngữ,4,2024,2024
7220115,Y học cổ truyền,Sức khỏe,4,2023,2023
7220201,Dược học,Sức khỏe,1,2021,2021
7220201,Kinh tế,Khoa học xã hội và hành vi,6,2021,2023
7220201,Ngôn Ngữ Anh,Công an - Quân đội,1,2024,2024
7220201,Ngôn ngữ Anh,Công an - Quân đội,416,2024,2024
7220201,Ngôn ngữ Anh,Nhân văn,2659,2018,2023
7220201,Ngôn ngữ Anh (04 chuyên ngành: Biên - phiên dịch; Tiếng Anh du lịch; Giảng dạy Tiếng Anh; Song ngữ Anh -Trung),Công an - Quân đội,4,2024,2024
7220201,Ngôn ngữ Anh (CN Thương mại và Du lịch),Công an - Quân đội,1,2024,2024
7220201,Ngôn ngữ Anh (Chương trình liên kết với ĐH West of England) (2+2),Công an - Quân đội,4,2024,2024
7220201,Ngôn ngữ Anh (Chương trình liên kết với ĐH West of England) (3+1),Công an - Quân đội,4,2024,2024
7220201,Ngôn ngữ Anh (Chương trình liên kết với ĐH West of England) (4+0),Công an - Quân đội,4,2024,2024
7220201,Ngôn ngữ Anh (Song ngữ Anh - Hàn),Công an - Quân đội,4,2024,2024
7220201,Ngôn ngữ Anh (Song ngữ Anh - Trung),Công an - Quân đội,4,2024,2024
7220201,Ngôn ngữ Anh (Tiếng Anh ứng dụng),Công an - Quân đội,12,2024,2024
7220201,Ngôn ngữ Anh (chuẩn quốc tế),Công an - Quân đội,1,2024,2024
7220201,"Ngôn ngữ Anh (liên kết với Trường Đại học Minnesota Crookston, Hoa Kỳ)",Công an - Quân đội,3,2024,2024
7220201,Ngôn ngữ Anh (Đặc biệt),Công an - Quân đội,4,2024,2024
7220201,Ngôn ngữ Anh - Biên - phiên dịch - Tiếng Anh kinh doanh - Tiếng Anh du lịch,Công an - Quân đội,4,2024,2024
7220201,"Ngôn ngữ Anh, chuyên ngành Biên - phiên dịch thuộc ngành Ngôn ngữ Anh chuyên ngành Tiếng Anh du lịch thuộc ngành Ngôn ngữ Anh",Công an - Quân đội,3,2024,2024
7220201,Ngôn ngữ anh,Công an - Quân đội,4,2024,2024
7220201,Thiết kế đồ họa,Nghệ thuật,4,2023,2023
7220201,Tiếng Anh thương mại,Công an - Quân đội,4,2024,2024
7220201,Tiếng Anh thương mại,Nhân văn,18,2018,2021
7220201A,Ngôn ngữ Anh (Tiếng Anh du lịch),Công an - Quân đội,4,2024,2024
7220201C,Ngôn ngữ Anh (CTCLC),Công an - Quân đội,3,2024,2024
7220201C,Ngôn ngữ Anh Chất lượng cao,Công an - Quân đội,4,2024,2024
7220201C1,Tiêng Anh biên - phiên dịch (ngành Ngôn ngữ Anh),Công an - Quân đội,4,2024,2024
7220201C2,Tiếng Anh du lịch - thương mại (ngành Ngôn ngữ Anh),Công an - Quân đội,4,2024,2024
7220201C3,Phương pháp giảng dạy tiếng Anh (ngành Ngôn ngữ Anh),Công an - Quân đội,4,2024,2024
7220201CLC,Ngôn ngữ Anh (Chương trình chất lượng cao),Công an - Quân đội,1,2024,2024
7220201CT,Lý luận và PP dạy học bộ môn tiếng Anh (nhận bằng Cử nhân ngành Ngôn ngữ Anh),Công an - Quân đội,4,2024,2024
7220201DKD,Ngôn ngữ Anh,Công an - Quân đội,4,2024,2024
7220201DKK,Ngôn ngữ Anh,Công an - Quân đội,4,2024,2024
7220201DL,Ngôn ngữ Anh,Công an - Quân đội,4,2024,2024
7220201E,Ngôn ngữ Anh (chuyên ngành Tiếng Anh thương mại; logistics và vận tải quốc tế) - Chương trình học hoàn toàn bằng tiếng Anh,Công an - Quân đội,4,2024,2024
7220201H,Ngôn ngữ Anh (Khu Hòa An),Công an - Quân đội,3,2024,2024
7220201KT,Ngôn ngữ Anh (Đào tạo 2 năm đầu tại Kon Tum),Công an - Quân đội,4,2024,2024
7220201N,Ngôn ngữ Anh,Công an - Quân đội,4,2024,2024
7220201TT,Ngôn ngữ Anh - chương trình tiên tiến (TT),Công an - Quân đội,1,2024,2024
7220201V,Ngôn ngữ Anh (đào tạo bằng tiếng Việt),Công an - Quân đội,2,2024,2024
7220202,Ngôn ngữ Nga,Công an - Quân đội,26,2024,2024
7220202,Ngôn ngữ Nga,Nhân văn,261,2018,2023
7220203,Ngôn ngữ Pháp,Ngoại giao - Ngoại ngữ,30,2024,2024
7220203,Ngôn ngữ Pháp,Nhân văn,248,2018,2023
7220204,Ngôn ngữ Trung Quốc,Công an - Quân đội,6,2024,2024
7220204,Ngôn ngữ Tiếng Trung,Công an - Quân đội,4,2024,2024
7220204,Ngôn ngữ Trung,Công an - Quân đội,6,2024,2024
7220204,Ngôn ngữ Trung Quốc,Công an - Quân đội,208,2024,2024
7220204,Ngôn ngữ Trung Quốc,Nhân văn,1247,2018,2023
7220204,"Ngôn ngữ Trung Quốc ( LK với ĐHSP Quảng Tây, TQ)",Công an - Quân đội,6,2024,2024
7220204,Ngôn ngữ Trung Quốc (chuẩn quốc tế),Công an - Quân đội,2,2024,2024
7220204,Ngôn ngữ Trung Quốc - Ngôn ngữ Trung - Anh,Công an - Quân đội,4,2024,2024
7220204,Tiếng Trung Quốc,Nhân văn,8,2021,2022
7220204A,Ngôn ngữ Trung Quốc,Công an - Quân đội,1,2024,2024
7220204B,Ngôn ngữ Trung Quốc,Công an - Quân đội,1,2024,2024
7220204C,Ngôn ngữ Trung Quốc Chất lượng cao,Công an - Quân đội,6,2024,2024
7220204C1,Tiếng Trung biên - phiên dịch (ngành Ngôn ngữ Trung Quốc),Công an - Quân đội,4,2024,2024
7220204C2,Tiếng Trung du lịch - thương mại (ngành Ngôn ngữ Trung Quốc),Công an - Quân đội,4,2024,2024
7220204C3,Phương pháp giảng dạy tiếng Trung (ngành Ngôn ngữ Trung Quốc),Công an - Quân đội,4,2024,2024
7220204DL,Ngôn ngữ Trung Quốc,Công an - Quân đội,4,2024,2024
7220204LK,Ngôn ngữ Trung Quốc (LK2+2 với ĐHKHKT Quảng Tây),Công an - Quân đội,2,2024,2024
7220204TT,Ngôn ngữ Trung Quốc - TT,Công an - Quân đội,2,2024,2024
7220205,Ngôn ngữ Đức,Ngoại giao - Ngoại ngữ,8,2024,2024
7220205,Ngôn ngữ Đức,Nhân văn,69,2018,2023
7220205,Ngôn ngữ Đức (chuẩn quốc tế),Ngoại giao - Ngoại ngữ,2,2024,2024
7220206,Ngôn ngữ Tây Ban Nha,Công an - Quân đội,4,2024,2024
7220206,Ngôn ngữ Tây Ban Nha,Nhân văn,30,2018,2023
7220207,Ngôn ngữ Bồ Đào Nha,Ngoại giao - Ngoại ngữ,1,2024,2024
7220207,Ngôn ngữ Bồ Đào Nha,Nhân văn,6,2018,2023
7220208,Ngôn ngữ Italia,Ngoại giao - Ngoại ngữ,4,2024,2024
7220208,Ngôn ngữ Italia,Nhân văn,33,2018,2023
7220208TT,Ngôn ngữ Italia - TT,Ngoại giao - Ngoại ngữ,1,2024,2024
7220209,Ngôn ngữ Anh,Nhân văn,4,2018,2018
7220209,Ngôn ngữ Hàn Quốc,Nhân văn,4,2018,2018
7220209,Ngôn ngữ Nhật,Ngoại giao - Ngoại ngữ,74,2024,2024
7220209,Ngôn ngữ Nhật,Nhân văn,541,2018,2023
7220209,Ngôn ngữ Nhật Bản,Ngoại giao - Ngoại ngữ,8,2024,2024
7220209,Quốc tế học,Nhân văn,4,2018,2018
7220209C,Ngôn ngữ Nhật Chất lượng cao,Ngoại giao - Ngoại ngữ,6,2024,2024
7220210,Ngôn ngữ Anh,Công an - Quân đội,4,2024,2024
7220210,Ngôn ngữ Anh,Nhân văn,8,2023,2023
7220210,Ngôn ngữ Hàn Quốc,Công an - Quân đội,99,2024,2024
7220210,Ngôn ngữ Hàn Quốc,Nhân văn,407,2018,2023
7220210,Ngôn ngữ Hàn quốc,Công an - Quân đội,4,2024,2024
7220211,Ngôn ngữ Ả Rập,Ngoại giao - Ngoại ngữ,4,2024,2024
7220211,Ngôn ngữ Ả Rập,Nhân văn,12,2021,2023
7220211,Ngôn ngữ Ảrập,Nhân văn,6,2019,2020
7220212,Văn hóa Truyền thông,Nhân văn,2,2023,2023
7220212QTD,Văn hóa và truyền thông xuyên quốc gia,Công nghệ thông tin - Tin học,4,2024,2024
7220213,Đông phương học,Nhân văn,2,2019,2020
7220214,Ngôn ngữ Thái Lan,Ngoại giao - Ngoại ngữ,4,2024,2024
7220214,Ngôn ngữ Thái Lan,Nhân văn,22,2018,2023
7220802,Quản trị khách sạn,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",8,2020,2021
7226040,Văn hoá học,Nhân văn,4,2021,2021
7229001,Triết học,Nhân văn,194,2018,2023
7229001,Triết học,Văn hóa - Chính trị - Khoa học Xã hội,24,2024,2024
7229001B,Triết học (Triết học Mác Lê-nin),Văn hóa - Chính trị - Khoa học Xã hội,1,2024,2024
7229001C,Triết học (Triết học Mác Lê-nin),Văn hóa - Chính trị - Khoa học Xã hội,1,2024,2024
7229008,Chủ nghĩa xã hội khoa học,Công an - Quân đội,4,2024,2024
7229008,Chủ nghĩa xã hội khoa học,Nhân văn,23,2019,2023
7229009,Tôn giáo học,Nhân văn,19,2020,2023
7229009,Tôn giáo học,Văn hóa - Chính trị - Khoa học Xã hội,3,2024,2024
7229010,Lịch sử,Nhân văn,231,2018,2023
7229010,Lịch sử,Văn hóa - Chính trị - Khoa học Xã hội,20,2024,2024
7229010,Lịch sử (Lịch sử - Địa lý và Kinh tế pháp luật),Văn hóa - Chính trị - Khoa học Xã hội,4,2024,2024
7229010,Lịch sử (chuyên ngành Quan hệ quốc tế),Văn hóa - Chính trị - Khoa học Xã hội,3,2024,2024
7229020,Ngôn ngữ học,Nhân văn,35,2018,2023
7229020,Ngôn ngữ học,Văn hóa - Chính trị - Khoa học Xã hội,6,2024,2024
7229020,Ngôn ngữ học (Tiếng Trung Quốc),Văn hóa - Chính trị - Khoa học Xã hội,4,2024,2024
7229030,Văn học,Nhân văn,563,2018,2023
7229030,Văn học,Văn hóa - Chính trị - Khoa học Xã hội,52,2024,2024
7229030,Văn học (Báo chí - Truyền thông),Văn hóa - Chính trị - Khoa học Xã hội,4,2024,2024
7229030,Văn học (CN Văn báo chí truyền thông),Văn hóa - Chính trị - Khoa học Xã hội,4,2024,2024
7229030,Văn học (Ngữ văn tổng hợp; Ngữ văn báo chí),Văn hóa - Chính trị - Khoa học Xã hội,4,2024,2024
7229030C,Văn học,Văn hóa - Chính trị - Khoa học Xã hội,1,2024,2024
7229030D,Văn học,Văn hóa - Chính trị - Khoa học Xã hội,3,2024,2024
7229040,Chuyên ngành Văn hóa du lịch thuộc ngành Văn hóa học chuyên ngành Văn hóa truyền thông thuộc ngành văn hóa học,Văn hóa - Chính trị - Khoa học Xã hội,4,2024,2024
7229040,Văn hoá học,Nhân văn,355,2018,2023
7229040,Văn hoá học,Văn hóa - Chính trị - Khoa học Xã hội,6,2024,2024
7229040,Văn hóa Doanh nghiệp,Nhân văn,3,2018,2018
7229040,Văn hóa Du lịch,Nhân văn,14,2018,2019
7229040,Văn hóa Truyền thông,Nhân văn,3,2018,2018
7229040,Văn hóa học,Văn hóa - Chính trị - Khoa học Xã hội,16,2024,2024
7229040,Văn hóa học (Văn hóa - Truyền thông),Văn hóa - Chính trị - Khoa học Xã hội,4,2024,2024
7229040,Văn học,Nhân văn,8,2021,2022
7229040A,"Ngành Văn hóa học, chuyên ngành Văn hóa Việt Nam",Văn hóa - Chính trị - Khoa học Xã hội,4,2024,2024
7229040A,Văn hóa học - Nghiên cứu văn hóa,Văn hóa - Chính trị - Khoa học Xã hội,6,2024,2024
7229040B,"Ngành Văn hóa học, chuyên ngành Công nghiệp Văn hóa",Văn hóa - Chính trị - Khoa học Xã hội,4,2024,2024
7229040B,Văn hoá học - Văn hóa truyền thông,Văn hóa - Chính trị - Khoa học Xã hội,6,2024,2024
7229040C,"Ngành Văn hóa học, chuyên ngành Truyền thông Văn hóa",Văn hóa - Chính trị - Khoa học Xã hội,4,2024,2024
7229040C,Văn hóa học - Văn hóa đối ngoại,Văn hóa - Chính trị - Khoa học Xã hội,6,2024,2024
7229042,Quán lý văn hóa,Văn hóa - Chính trị - Khoa học Xã hội,4,2024,2024
7229042,Quản lý Văn hóa,Văn hóa - Chính trị - Khoa học Xã hội,7,2024,2024
7229042,Quản lý di sản văn hoá,Nhân văn,3,2018,2018
7229042,Quản lý văn hoá,Nhân văn,356,2018,2023
7229042,Quản lý văn hoá,Văn hóa - Chính trị - Khoa học Xã hội,1,2024,2024
7229042,Quản lý văn hóa,Văn hóa - Chính trị - Khoa học Xã hội,20,2024,2024
7229042,Quản lý văn hóa (Chuyên ngành Quản lý di sản văn hóa và phát triển du lịch thuộc ngành Quản lí văn hóa),Văn hóa - Chính trị - Khoa học Xã hội,4,2024,2024
7229042,Quản lý văn hóa (Sự kiện và truyền thông),Văn hóa - Chính trị - Khoa học Xã hội,4,2024,2024
